current_timestamp;timestamp_system;timestamp_device;left_gazeray_valid;left_gazeray_direction_x;left_gazeray_direction_y;left_gazeray_direction_z;left_gazeray_origin_x;left_gazeray_origin_y;left_gazeray_origin_z;left_blinking;left_pupil_diameter_valid;left_pupil_diameter_value;left_position_guide_valid;left_position_guide_x;left_position_guide_y;right_gazeray_valid;right_gazeray_direction_x;right_gazeray_direction_y;right_gazeray_direction_z;right_gazeray_origin_x;right_gazeray_origin_y;right_gazeray_origin_z;right_blinking;right_pupil_diameter_valid;right_pupil_diameter_value;right_position_guide_valid;right_position_guide_x;right_position_guide_y
20220225214301184;417795230;417795299;True;-0.09345541;0.2166656;0.9717625;-0.03394546;-0.008263838;-0.03540175;False;True;3.192639;True;0.3875712;0.7986981;True;0.05660421;0.2356294;0.9701933;0.03202419;-0.007978542;-0.03759256;False;True;2.692862;True;0.5506669;0.8040549
20220225214301209;417828553;417828622;True;-0.09233611;0.2131853;0.9726387;-0.03395914;-0.008273317;-0.03532068;False;True;3.189312;True;0.3875722;0.7987794;True;0.05647091;0.2394946;0.9692541;0.03203722;-0.008035145;-0.03744494;False;True;2.69945;True;0.5506591;0.8038198
20220225214301237;417845215;417845284;True;-0.09219118;0.2145676;0.9723485;-0.03395928;-0.008279582;-0.03531845;False;True;3.192478;True;0.3875947;0.7987385;True;0.05847547;0.2401082;0.9689834;0.03204209;-0.008047256;-0.03742116;False;True;2.700616;True;0.551118;0.8039018
20220225214301239;417845215;417845284;True;-0.09219118;0.2145676;0.9723485;-0.03395928;-0.008279582;-0.03531845;False;True;3.192478;True;0.3875947;0.7987385;True;0.05847547;0.2401082;0.9689834;0.03204209;-0.008047256;-0.03742116;False;True;2.700616;True;0.551118;0.8039018
20220225214301267;417878538;417878607;True;-0.08937253;0.2156394;0.9723746;-0.03395789;-0.008287688;-0.03531286;False;True;3.179742;True;0.3881572;0.7987312;True;0.05755379;0.2399321;0.9690822;0.0320688;-0.008107479;-0.03726843;False;True;2.705378;True;0.5514163;0.8044603
20220225214301293;417911861;417911930;True;-0.08683109;0.215126;0.9727185;-0.03395534;-0.008292005;-0.03530098;False;True;3.169611;True;0.3887355;0.7988051;True;0.05651714;0.2417452;0.9686924;0.03209142;-0.008141155;-0.03720847;False;True;2.718478;True;0.5518386;0.8047227
20220225214301295;417911861;417911930;True;-0.08683109;0.215126;0.9727185;-0.03395534;-0.008292005;-0.03530098;False;True;3.169611;True;0.3887355;0.7988051;True;0.05651714;0.2417452;0.9686924;0.03209142;-0.008141155;-0.03720847;False;True;2.718478;True;0.5518386;0.8047227
20220225214301322;417928522;417928591;True;-0.08701182;0.2149025;0.9727517;-0.03395404;-0.008294483;-0.03529246;False;True;3.170848;True;0.388774;0.7988455;True;0.05586177;0.2411149;0.9688877;0.03210404;-0.008134831;-0.03723426;False;True;2.718781;True;0.5522303;0.8048881
2022022521430135;417961845;417961914;True;-0.08032275;0.2128323;0.9737816;-0.03394747;-0.008316421;-0.03521316;False;True;3.171549;True;0.3904302;0.7990935;True;0.05464224;0.2392042;0.9694305;0.03212398;-0.008134831;-0.03723032;False;True;2.717441;True;0.5526797;0.8051857
20220225214301376;417995168;417995237;True;-0.07942547;0.215263;0.9733209;-0.03394546;-0.008349548;-0.03514956;False;True;3.174798;True;0.3908463;0.7991577;True;0.05540536;0.2378971;0.9697088;0.03213218;-0.008144709;-0.03720046;False;True;2.717281;True;0.5530059;0.8054578
20220225214301378;417995168;417995237;True;-0.07942547;0.215263;0.9733209;-0.03394546;-0.008349548;-0.03514956;False;True;3.174798;True;0.3908463;0.7991577;True;0.05540536;0.2378971;0.9697088;0.03213218;-0.008144709;-0.03720046;False;True;2.717281;True;0.5530059;0.8054578
