current_timestamp;timestamp_system;timestamp_device;left_gazeray_valid;left_gazeray_direction_x;left_gazeray_direction_y;left_gazeray_direction_z;left_gazeray_origin_x;left_gazeray_origin_y;left_gazeray_origin_z;left_blinking;left_pupil_diameter_valid;left_pupil_diameter_value;left_position_guide_valid;left_position_guide_x;left_position_guide_y;right_gazeray_valid;right_gazeray_direction_x;right_gazeray_direction_y;right_gazeray_direction_z;right_gazeray_origin_x;right_gazeray_origin_y;right_gazeray_origin_z;right_blinking;right_pupil_diameter_valid;right_pupil_diameter_value;right_position_guide_valid;right_position_guide_x;right_position_guide_y
20220203132932981;414047711;414047730;True;0.003782764;0.3158605;0.9487981;-0.03166755;-0.002373001;-0.02622062;False;True;3.690047;True;0.4899576;0.5474677;True;0.1731605;0.349448;0.9208157;0.03323601;-0.002948094;-0.02698194;False;True;4.145223;True;0.5848998;0.559732
20220203132933016;414081034;414081053;True;-0.02661371;0.193003;0.9808372;-0.0318464;-0.003154243;-0.026177;False;True;3.651688;True;0.4800593;0.5895553;True;0.14113;0.2205617;0.9651088;0.03281495;-0.004006688;-0.02621088;False;True;4.142169;True;0.5662332;0.6093212
20220203132933018;414081034;414081053;True;-0.02661371;0.193003;0.9808372;-0.0318464;-0.003154243;-0.026177;False;True;3.651688;True;0.4800593;0.5895553;True;0.14113;0.2205617;0.9651088;0.03281495;-0.004006688;-0.02621088;False;True;4.142169;True;0.5662332;0.6093212
20220203132933037;414114357;414114376;True;-0.05471868;0.05696442;0.9968756;-0.03190222;-0.003799556;-0.02682125;False;True;3.623021;True;0.4740185;0.6306786;True;0.1026105;0.08081892;0.991433;0.03249722;-0.004796706;-0.02659493;False;True;4.165845;True;0.550792;0.6537866
20220203132933065;414131019;414131038;True;-0.05218761;0.01843038;0.9984672;-0.03197922;-0.004213726;-0.02644263;False;True;3.882739;True;0.4721903;0.6486205;True;0.09694561;0.0299817;0.9948381;0.03238226;-0.004847412;-0.02761042;False;True;4.138952;True;0.5469129;0.6644967
20220203132933066;414131019;414131038;True;-0.05218761;0.01843038;0.9984672;-0.03197922;-0.004213726;-0.02644263;False;True;3.882739;True;0.4721903;0.6486205;True;0.09694561;0.0299817;0.9948381;0.03238226;-0.004847412;-0.02761042;False;True;4.138952;True;0.5469129;0.6644967
20220203132933094;414164342;414164361;True;-0.05394793;0.002801452;0.9985399;-0.03205124;-0.004477945;-0.02632361;False;True;3.835855;True;0.4698194;0.6587111;True;0.09091736;0.008253861;0.9958243;0.03248728;-0.005283803;-0.0271311;False;True;4.219533;True;0.5489169;0.6800458
20220203132933121;414181003;414181022;True;-0.05595704;-0.005594946;0.9984175;-0.03208165;-0.004453382;-0.02639357;False;True;3.734443;True;0.4685719;0.6593423;True;0.09680355;0.005500473;0.9952883;0.0325194;-0.005299345;-0.02707322;False;True;4.217216;True;0.5507317;0.6808314
20220203132933151;414214326;414214345;True;-0.05254039;-0.006072834;0.9986004;-0.03214761;-0.004455391;-0.02634797;False;True;3.797248;True;0.4671026;0.659424;True;0.1016174;0.002287731;0.994821;0.03259003;-0.005438513;-0.02657256;False;True;4.149498;True;0.553284;0.6844865
20220203132933153;414214326;414214345;True;-0.05254039;-0.006072834;0.9986004;-0.03214761;-0.004455391;-0.02634797;False;True;3.797248;True;0.4671026;0.659424;True;0.1016174;0.002287731;0.994821;0.03259003;-0.005438513;-0.02657256;False;True;4.149498;True;0.553284;0.6844865
20220203132933176;414247649;414247668;True;-0.06022979;-0.004642013;0.9981738;-0.03216708;-0.004455527;-0.0263468;False;True;3.802517;True;0.4653519;0.6592237;True;0.09162684;-0.0008469671;0.9957932;0.03258274;-0.005274253;-0.02716416;False;True;4.223417;True;0.5518952;0.6811877
20220203132933204;414264311;414264330;True;-0.06216814;-0.006652556;0.9980436;-0.03217276;-0.004458081;-0.02633663;False;True;3.815613;True;0.4648904;0.6596006;True;0.09149557;-0.001251362;0.9958048;0.03258307;-0.005254923;-0.02723252;False;True;4.208092;True;0.5519305;0.6808034
20220203132933205;414264311;414264330;True;-0.06216814;-0.006652556;0.9980436;-0.03217276;-0.004458081;-0.02633663;False;True;3.815613;True;0.4648904;0.6596006;True;0.09149557;-0.001251362;0.9958048;0.03258307;-0.005254923;-0.02723252;False;True;4.208092;True;0.5519305;0.6808034
