current_timestamp;timestamp_system;timestamp_device;left_gazeray_valid;left_gazeray_direction_x;left_gazeray_direction_y;left_gazeray_direction_z;left_gazeray_origin_x;left_gazeray_origin_y;left_gazeray_origin_z;left_blinking;left_pupil_diameter_valid;left_pupil_diameter_value;left_position_guide_valid;left_position_guide_x;left_position_guide_y;right_gazeray_valid;right_gazeray_direction_x;right_gazeray_direction_y;right_gazeray_direction_z;right_gazeray_origin_x;right_gazeray_origin_y;right_gazeray_origin_z;right_blinking;right_pupil_diameter_valid;right_pupil_diameter_value;right_position_guide_valid;right_position_guide_x;right_position_guide_y
20220125193652485000;186474236;186474246;True;-0.009995289;0.19344;0.9810612;-0.03523289;-0.00406089;-0.02628291;False;True;4.28477;True;0.3733867;0.6200376;True;-0.05327195;0.2384803;0.9696851;0.03120581;-0.002704879;-0.02667954;False;True;4.020976;True;0.5047082;0.5827498
20220125193652490000;186474236;186474246;True;-0.009995289;0.19344;0.9810612;-0.03523289;-0.00406089;-0.02628291;False;True;4.28477;True;0.3733867;0.6200376;True;-0.05327195;0.2384803;0.9696851;0.03120581;-0.002704879;-0.02667954;False;True;4.020976;True;0.5047082;0.5827498
20220125193652513000;186507559;186507569;True;-0.01170757;0.1923616;0.9812543;-0.03523633;-0.004058419;-0.02629131;False;True;4.301723;True;0.3730423;0.6201358;True;-0.05580844;0.2393728;0.9693225;0.03120581;-0.002704121;-0.02669034;False;True;4.02109;True;0.5044367;0.5826419
20220125193652541000;186524220;186524230;True;-0.01186139;0.1929921;0.9811286;-0.03523727;-0.00406021;-0.02628915;False;True;4.306738;True;0.3729935;0.6201164;True;-0.05512415;0.2391281;0.969422;0.03120567;-0.002703848;-0.02669175;False;True;4.020564;True;0.5045056;0.5826596
20220125193652568000;186557543;186557553;True;-0.01772634;0.1223717;0.9923262;-0.03505842;-0.004358405;-0.0263823;False;True;4.379098;True;0.3776878;0.6380365;True;-0.06835367;0.1556176;0.9854497;0.03105229;-0.002956253;-0.02716686;False;True;4.176635;True;0.4983543;0.6001375
20220125193652569000;186557543;186557553;True;-0.01772634;0.1223717;0.9923262;-0.03505842;-0.004358405;-0.0263823;False;True;4.379098;True;0.3776878;0.6380365;True;-0.06835367;0.1556176;0.9854497;0.03105229;-0.002956253;-0.02716686;False;True;4.176635;True;0.4983543;0.6001375
20220125193652596000;186574205;186574215;True;-0.0361734;0.09724021;0.9946034;-0.035081;-0.004516704;-0.02611989;False;True;4.383815;True;0.3751047;0.645559;True;-0.05522131;0.1208335;0.9911357;0.03099385;-0.002946028;-0.02769869;False;True;4.168824;True;0.497946;0.6042679
20220125193652623000;186607528;186607538;True;-0.02807869;0.1038275;0.9941989;-0.03510953;-0.004421195;-0.02638714;False;True;4.361597;True;0.3749099;0.6422038;True;-0.06621671;0.12704;0.989685;0.03105517;-0.003000204;-0.02736185;False;True;4.066845;True;0.4985728;0.604748
20220125193652624000;186607528;186607538;True;-0.02807869;0.1038275;0.9941989;-0.03510953;-0.004421195;-0.02638714;False;True;4.361597;True;0.3749099;0.6422038;True;-0.06621671;0.12704;0.989685;0.03105517;-0.003000204;-0.02736185;False;True;4.066845;True;0.4985728;0.604748
20220125193652651000;186640851;186640861;True;-0.02588812;0.09901688;0.994749;-0.03511972;-0.004423806;-0.02637117;False;True;4.35913;True;0.3748796;0.6428595;True;-0.0643516;0.1266836;0.9898537;0.03108723;-0.003046635;-0.02715993;False;True;4.123275;True;0.499805;0.6060075
